,Name,Venue,Round,Squad,Opponent,Min,xG,xA,Touches
3275,Shane Duffy,Home,Matchweek 26,Brighton,Burnley,90,0.2,0.0,95
3276,Shane Duffy,Home,Matchweek 27,Brighton,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3277,Shane Duffy,Away,Matchweek 28,Brighton,Newcastle Utd,90,0.2,0.0,105
3278,Shane Duffy,Home,Matchweek 29,Brighton,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3279,Shane Duffy,Home,Matchweek 16,Brighton,Tottenham,90,0.1,0.0,70
3280,Shane Duffy,Home,Matchweek 31,Brighton,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3281,Shane Duffy,Home,Matchweek 34,Brighton,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3282,Shane Duffy,Away,Matchweek 35,Brighton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3283,Shane Duffy,Home,Matchweek 36,Brighton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3284,Shane Duffy,Away,Matchweek 37,Brighton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3285,Shane Duffy,Home,Matchweek 38,Brighton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3286,Paul Dummett,Home,Matchweek 22,Newcastle Utd,Watford,90,0.0,0.0,54
3287,Paul Dummett,Away,Matchweek 23,Newcastle Utd,Leeds United,62,0.0,0.0,27
3288,Paul Dummett,Home,Matchweek 25,Newcastle Utd,Aston Villa,46,0.0,0.0,10
3289,Paul Dummett,Away,Matchweek 26,Newcastle Utd,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3290,Paul Dummett,Away,Matchweek 27,Newcastle Utd,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3291,Paul Dummett,Home,Matchweek 28,Newcastle Utd,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3292,Paul Dummett,Away,Matchweek 21,Newcastle Utd,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3293,Paul Dummett,Away,Matchweek 29,Newcastle Utd,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3294,Paul Dummett,Away,Matchweek 20,Newcastle Utd,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3295,Paul Dummett,Away,Matchweek 31,Newcastle Utd,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3296,Paul Dummett,Home,Matchweek 32,Newcastle Utd,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3297,Paul Dummett,Home,Matchweek 33,Newcastle Utd,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3298,Paul Dummett,Home,Matchweek 35,Newcastle Utd,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3299,Paul Dummett,Away,Matchweek 36,Newcastle Utd,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3300,Paul Dummett,Home,Matchweek 37,Newcastle Utd,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3301,Paul Dummett,Away,Matchweek 38,Newcastle Utd,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3302,Lewis Dunk,Away,Matchweek 1,Brighton,Burnley,90,0.0,0.0,87
3303,Lewis Dunk,Home,Matchweek 2,Brighton,Watford,90,0.0,0.0,68
3304,Lewis Dunk,Home,Matchweek 3,Brighton,Everton,90,0.0,0.0,91
3305,Lewis Dunk,Away,Matchweek 4,Brighton,Brentford,90,0.0,0.0,56
3306,Lewis Dunk,Home,Matchweek 5,Brighton,Leicester City,90,0.0,0.0,42
3307,Lewis Dunk,Away,Matchweek 6,Brighton,Crystal Palace,90,0.0,0.0,95
3308,Lewis Dunk,Home,Matchweek 7,Brighton,Arsenal,90,0.1,0.2,76
3309,Lewis Dunk,Away,Matchweek 8,Brighton,Norwich City,90,0.1,0.0,74
3310,Lewis Dunk,Home,Matchweek 9,Brighton,Manchester City,90,0.0,0.0,95
3311,Lewis Dunk,Away,Matchweek 10,Brighton,Liverpool,90,0.0,0.0,59
3312,Lewis Dunk,Home,Matchweek 11,Brighton,Newcastle Utd,90,0.0,0.0,110
3313,Lewis Dunk,Away,Matchweek 12,Brighton,Aston Villa,90,0.0,0.0,98
3314,Lewis Dunk,Home,Matchweek 13,Brighton,Leeds United,90,0.0,0.0,79
3315,Lewis Dunk,Away,Matchweek 14,Brighton,West Ham,90,0.2,0.0,92
3316,Lewis Dunk,Away,Matchweek 23,Brighton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3317,Lewis Dunk,Away,Matchweek 25,Brighton,Watford,90,0.0,0.0,91
3318,Lewis Dunk,Away,Matchweek 18,Brighton,Manchester Utd,53,0.0,0.0,62
3319,Lewis Dunk,Home,Matchweek 27,Brighton,Aston Villa,90,0.0,0.0,124
3320,Lewis Dunk,Away,Matchweek 28,Brighton,Newcastle Utd,90,0.3,0.0,107
3321,Lewis Dunk,Home,Matchweek 29,Brighton,Liverpool,90,0.0,0.0,68
3322,Lewis Dunk,Home,Matchweek 16,Brighton,Tottenham,90,0.0,0.0,80
3323,Lewis Dunk,Home,Matchweek 31,Brighton,Norwich City,90,0.2,0.0,54
3324,Lewis Dunk,Away,Matchweek 32,Brighton,Arsenal,90,0.0,0.0,46
3325,Lewis Dunk,Away,Matchweek 33,Brighton,Tottenham,90,0.0,0.0,59
3326,Lewis Dunk,Away,Matchweek 30,Brighton,Manchester City,90,0.0,0.0,51
3327,Lewis Dunk,Home,Matchweek 34,Brighton,Southampton,90,0.0,0.0,51
3328,Lewis Dunk,Away,Matchweek 35,Brighton,Wolves,90,0.0,0.0,57
3329,Lewis Dunk,Home,Matchweek 36,Brighton,Manchester Utd,90,0.2,0.0,51
3330,Lewis Dunk,Away,Matchweek 37,Brighton,Leeds United,90,0.0,0.0,41
3331,Lewis Dunk,Home,Matchweek 38,Brighton,West Ham,90,0.0,0.0,59
3332,Odsonne Édouard,Home,Matchweek 4,Crystal Palace,Tottenham,7,0.4,0.0,5
3333,Odsonne Édouard,Away,Matchweek 5,Crystal Palace,Liverpool,26,0.3,0.0,14
3334,Odsonne Édouard,Home,Matchweek 6,Crystal Palace,Brighton,71,0.0,0.0,20
3335,Odsonne Édouard,Home,Matchweek 7,Crystal Palace,Leicester City,84,0.2,0.0,36
3336,Odsonne Édouard,Away,Matchweek 8,Crystal Palace,Arsenal,81,0.2,0.1,49
3337,Odsonne Édouard,Home,Matchweek 9,Crystal Palace,Newcastle Utd,90,0.1,0.5,57
3338,Odsonne Édouard,Away,Matchweek 10,Crystal Palace,Manchester City,72,0.0,0.0,28
3339,Odsonne Édouard,Home,Matchweek 11,Crystal Palace,Wolves,79,0.5,0.4,32
3340,Odsonne Édouard,Away,Matchweek 12,Crystal Palace,Burnley,4,0.0,0.0,3
3341,Odsonne Édouard,Home,Matchweek 13,Crystal Palace,Aston Villa,19,0.1,0.0,9
3342,Odsonne Édouard,Away,Matchweek 14,Crystal Palace,Leeds United,67,0.0,0.0,23
3343,Odsonne Édouard,Away,Matchweek 15,Crystal Palace,Manchester Utd,25,0.0,0.0,9
3344,Odsonne Édouard,Home,Matchweek 16,Crystal Palace,Everton,73,0.3,0.0,28
3345,Odsonne Édouard,Home,Matchweek 17,Crystal Palace,Southampton,90,0.8,0.1,32
3346,Odsonne Édouard,Away,Matchweek 19,Crystal Palace,Tottenham,62,0.0,0.1,24
3347,Odsonne Édouard,Home,Matchweek 20,Crystal Palace,Norwich City,90,1.1,0.3,44
3348,Odsonne Édouard,Home,Matchweek 21,Crystal Palace,West Ham,90,0.8,0.1,56
3349,Odsonne Édouard,Away,Matchweek 22,Crystal Palace,Brighton,65,0.0,0.0,20
3350,Odsonne Édouard,Home,Matchweek 23,Crystal Palace,Liverpool,67,1.2,0.0,22
3351,Odsonne Édouard,Away,Matchweek 24,Crystal Palace,Norwich City,11,0.0,0.0,3
3352,Odsonne Édouard,Away,Matchweek 25,Crystal Palace,Brentford,71,0.0,0.3,32
3353,Odsonne Édouard,Home,Matchweek 26,Crystal Palace,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3354,Odsonne Édouard,Home,Matchweek 27,Crystal Palace,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3355,Odsonne Édouard,Away,Matchweek 28,Crystal Palace,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3356,Odsonne Édouard,Home,Matchweek 29,Crystal Palace,Manchester City,26,0.1,0.0,12
3357,Odsonne Édouard,Home,Matchweek 31,Crystal Palace,Arsenal,15,0.0,0.0,10
3358,Odsonne Édouard,Away,Matchweek 32,Crystal Palace,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3359,Odsonne Édouard,Away,Matchweek 30,Crystal Palace,Newcastle Utd,90,0.3,0.1,35
3360,Odsonne Édouard,Home,Matchweek 34,Crystal Palace,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3361,Odsonne Édouard,Away,Matchweek 35,Crystal Palace,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3362,Odsonne Édouard,Home,Matchweek 36,Crystal Palace,Watford,90,0.1,0.1,35
3363,Odsonne Édouard,Away,Matchweek 37,Crystal Palace,Aston Villa,20,0.0,0.0,10
3364,Odsonne Édouard,Away,Matchweek 33,Crystal Palace,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3365,Odsonne Édouard,Home,Matchweek 38,Crystal Palace,Manchester Utd,78,0.0,0.1,35
3366,CJ Egan-Riley,Home,Matchweek 17,Manchester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3367,CJ Egan-Riley,Away,Matchweek 31,Manchester City,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3368,CJ Egan-Riley,Home,Matchweek 34,Manchester City,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3369,CJ Egan-Riley,Away,Matchweek 35,Manchester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3370,CJ Egan-Riley,Home,Matchweek 36,Manchester City,Newcastle Utd,4,0.0,0.0,1
3371,CJ Egan-Riley,Away,Matchweek 33,Manchester City,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3372,CJ Egan-Riley,Away,Matchweek 37,Manchester City,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3373,Anthony Elanga,Home,Matchweek 15,Manchester Utd,Crystal Palace,15,0.0,0.0,10
3374,Anthony Elanga,Away,Matchweek 16,Manchester Utd,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3375,Anthony Elanga,Away,Matchweek 19,Manchester Utd,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3376,Anthony Elanga,Home,Matchweek 20,Manchester Utd,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3377,Anthony Elanga,Home,Matchweek 21,Manchester Utd,Wolves,7,0.0,0.0,8
3378,Anthony Elanga,Away,Matchweek 22,Manchester Utd,Aston Villa,77,0.4,0.0,38
3379,Anthony Elanga,Away,Matchweek 17,Manchester Utd,Brentford,90,0.3,0.0,47
3380,Anthony Elanga,Home,Matchweek 23,Manchester Utd,West Ham,61,0.1,0.0,34
3381,Anthony Elanga,Away,Matchweek 24,Manchester Utd,Burnley,6,0.0,0.1,6
3382,Anthony Elanga,Home,Matchweek 25,Manchester Utd,Southampton,16,0.0,0.0,9
3383,Anthony Elanga,Home,Matchweek 18,Manchester Utd,Brighton,78,0.0,0.0,36
3384,Anthony Elanga,Away,Matchweek 26,Manchester Utd,Leeds United,24,0.7,0.0,15
3385,Anthony Elanga,Home,Matchweek 27,Manchester Utd,Watford,90,0.8,0.4,61
3386,Anthony Elanga,Away,Matchweek 28,Manchester Utd,Manchester City,63,0.0,0.0,37
3387,Anthony Elanga,Home,Matchweek 29,Manchester Utd,Tottenham,23,0.0,0.0,10
3388,Anthony Elanga,Home,Matchweek 31,Manchester Utd,Leicester City,90,0.1,0.0,43
3389,Anthony Elanga,Away,Matchweek 32,Manchester Utd,Everton,27,0.0,0.0,20
3390,Anthony Elanga,Home,Matchweek 33,Manchester Utd,Norwich City,90,0.0,1.0,63
3391,Anthony Elanga,Away,Matchweek 30,Manchester Utd,Liverpool,83,0.0,0.0,32
3392,Anthony Elanga,Away,Matchweek 34,Manchester Utd,Arsenal,76,0.4,0.0,25
3393,Anthony Elanga,Home,Matchweek 37,Manchester Utd,Chelsea,89,0.0,0.0,30
3394,Anthony Elanga,Home,Matchweek 35,Manchester Utd,Brentford,74,0.0,0.2,42
3395,Anthony Elanga,Away,Matchweek 36,Manchester Utd,Brighton,45,0.0,0.1,15
3396,Anthony Elanga,Away,Matchweek 38,Manchester Utd,Crystal Palace,90,0.1,0.0,41
3397,Harvey Elliott,Away,Matchweek 1,Liverpool,Norwich City,8,0.0,0.0,7
3398,Harvey Elliott,Home,Matchweek 2,Liverpool,Burnley,90,0.1,0.2,72
3399,Harvey Elliott,Home,Matchweek 3,Liverpool,Chelsea,90,0.2,0.1,103
3400,Harvey Elliott,Away,Matchweek 4,Liverpool,Leeds United,62,0.4,0.0,41
3401,Harvey Elliott,Home,Matchweek 24,Liverpool,Leicester City,32,0.0,0.0,27
3402,Harvey Elliott,Away,Matchweek 25,Liverpool,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3403,Harvey Elliott,Home,Matchweek 26,Liverpool,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3404,Harvey Elliott,Home,Matchweek 28,Liverpool,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3405,Harvey Elliott,Away,Matchweek 29,Liverpool,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3406,Harvey Elliott,Away,Matchweek 35,Liverpool,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3407,Harvey Elliott,Away,Matchweek 37,Liverpool,Southampton,64,0.2,0.1,51
3408,Harvey Elliott,Home,Matchweek 38,Liverpool,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3409,Mohamed Elneny,Away,Matchweek 1,Arsenal,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3410,Mohamed Elneny,Home,Matchweek 2,Arsenal,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3411,Mohamed Elneny,Away,Matchweek 3,Arsenal,Manchester City,45,0.0,0.0,9
3412,Mohamed Elneny,Away,Matchweek 7,Arsenal,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3413,Mohamed Elneny,Home,Matchweek 8,Arsenal,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3414,Mohamed Elneny,Home,Matchweek 9,Arsenal,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3415,Mohamed Elneny,Away,Matchweek 10,Arsenal,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3416,Mohamed Elneny,Home,Matchweek 11,Arsenal,Watford,5,0.0,0.1,7
3417,Mohamed Elneny,Away,Matchweek 12,Arsenal,Liverpool,7,0.0,0.0,8
3418,Mohamed Elneny,Home,Matchweek 13,Arsenal,Newcastle Utd,6,0.0,0.0,4
3419,Mohamed Elneny,Away,Matchweek 14,Arsenal,Manchester Utd,90,0.0,0.0,89
3420,Mohamed Elneny,Away,Matchweek 15,Arsenal,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3421,Mohamed Elneny,Home,Matchweek 17,Arsenal,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3422,Mohamed Elneny,Away,Matchweek 18,Arsenal,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3423,Mohamed Elneny,Away,Matchweek 19,Arsenal,Norwich City,16,0.0,0.0,7
3424,Mohamed Elneny,Home,Matchweek 21,Arsenal,Manchester City,7,0.0,0.0,7
3425,Mohamed Elneny,Away,Matchweek 24,Arsenal,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3426,Mohamed Elneny,Home,Matchweek 26,Arsenal,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3427,Mohamed Elneny,Home,Matchweek 20,Arsenal,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3428,Mohamed Elneny,Away,Matchweek 28,Arsenal,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3429,Mohamed Elneny,Home,Matchweek 29,Arsenal,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3430,Mohamed Elneny,Home,Matchweek 27,Arsenal,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3431,Mohamed Elneny,Away,Matchweek 30,Arsenal,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3432,Mohamed Elneny,Away,Matchweek 31,Arsenal,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3433,Mohamed Elneny,Home,Matchweek 32,Arsenal,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3434,Mohamed Elneny,Away,Matchweek 33,Arsenal,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3435,Mohamed Elneny,Away,Matchweek 25,Arsenal,Chelsea,90,0.0,0.0,55
3436,Mohamed Elneny,Home,Matchweek 34,Arsenal,Manchester Utd,90,0.0,0.0,78
3437,Mohamed Elneny,Away,Matchweek 35,Arsenal,West Ham,90,0.0,0.2,65
3438,Mohamed Elneny,Home,Matchweek 36,Arsenal,Leeds United,90,0.0,0.1,88
3439,Mohamed Elneny,Away,Matchweek 22,Arsenal,Tottenham,90,0.0,0.0,55
3440,Mohamed Elneny,Away,Matchweek 37,Arsenal,Newcastle Utd,90,0.0,0.0,50
3441,Mohamed Elneny,Home,Matchweek 38,Arsenal,Everton,90,0.0,0.0,103
3442,Mohamed Elyounoussi,Away,Matchweek 1,Southampton,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3443,Mohamed Elyounoussi,Home,Matchweek 2,Southampton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3444,Mohamed Elyounoussi,Away,Matchweek 3,Southampton,Newcastle Utd,90,1.0,0.1,52
3445,Mohamed Elyounoussi,Home,Matchweek 4,Southampton,West Ham,90,0.1,0.0,30
3446,Mohamed Elyounoussi,Away,Matchweek 5,Southampton,Manchester City,90,0.1,0.1,36
3447,Mohamed Elyounoussi,Home,Matchweek 6,Southampton,Wolves,90,0.1,0.0,48
3448,Mohamed Elyounoussi,Home,Matchweek 8,Southampton,Leeds United,89,1.0,0.0,47
3449,Mohamed Elyounoussi,Home,Matchweek 9,Southampton,Burnley,90,0.0,0.0,43
3450,Mohamed Elyounoussi,Away,Matchweek 10,Southampton,Watford,69,0.0,0.2,28
3451,Mohamed Elyounoussi,Home,Matchweek 11,Southampton,Aston Villa,75,0.1,0.0,42
3452,Mohamed Elyounoussi,Away,Matchweek 12,Southampton,Norwich City,56,0.2,0.2,30
3453,Mohamed Elyounoussi,Home,Matchweek 14,Southampton,Leicester City,18,0.1,0.0,9
3454,Mohamed Elyounoussi,Home,Matchweek 15,Southampton,Brighton,7,0.0,0.0,3
3455,Mohamed Elyounoussi,Away,Matchweek 16,Southampton,Arsenal,48,0.0,0.1,22
3456,Mohamed Elyounoussi,Away,Matchweek 17,Southampton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3457,Mohamed Elyounoussi,Away,Matchweek 19,Southampton,West Ham,90,0.2,0.0,37
3458,Mohamed Elyounoussi,Home,Matchweek 20,Southampton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3459,Mohamed Elyounoussi,Home,Matchweek 23,Southampton,Manchester City,45,0.0,0.0,12
3460,Mohamed Elyounoussi,Away,Matchweek 24,Southampton,Tottenham,89,0.4,0.6,44
3461,Mohamed Elyounoussi,Away,Matchweek 25,Southampton,Manchester Utd,70,0.0,0.4,37
3462,Mohamed Elyounoussi,Home,Matchweek 26,Southampton,Everton,90,0.4,0.1,49
3463,Mohamed Elyounoussi,Home,Matchweek 27,Southampton,Norwich City,90,0.4,0.2,60
3464,Mohamed Elyounoussi,Away,Matchweek 28,Southampton,Aston Villa,45,0.0,0.0,26
3465,Mohamed Elyounoussi,Home,Matchweek 21,Southampton,Newcastle Utd,84,0.1,0.1,42
3466,Mohamed Elyounoussi,Home,Matchweek 29,Southampton,Watford,90,0.4,0.0,50
3467,Mohamed Elyounoussi,Away,Matchweek 31,Southampton,Leeds United,90,0.9,0.0,44
3468,Mohamed Elyounoussi,Home,Matchweek 32,Southampton,Chelsea,90,0.0,0.0,25
3469,Mohamed Elyounoussi,Home,Matchweek 33,Southampton,Arsenal,89,0.3,0.1,29
3470,Mohamed Elyounoussi,Away,Matchweek 30,Southampton,Burnley,65,0.1,0.2,19
3471,Mohamed Elyounoussi,Away,Matchweek 34,Southampton,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3472,Mohamed Elyounoussi,Home,Matchweek 35,Southampton,Crystal Palace,11,0.0,0.0,6
3473,Mohamed Elyounoussi,Away,Matchweek 36,Southampton,Brentford,27,0.0,0.0,15
3474,Mohamed Elyounoussi,Home,Matchweek 37,Southampton,Liverpool,90,0.0,0.0,23
3475,Mohamed Elyounoussi,Away,Matchweek 38,Southampton,Leicester City,71,0.0,0.2,45
3476,Emerson,Away,Matchweek 4,Tottenham,Crystal Palace,90,0.0,0.0,65
3477,Emerson,Home,Matchweek 5,Tottenham,Chelsea,90,0.0,0.0,65
3478,Emerson,Away,Matchweek 6,Tottenham,Arsenal,45,0.0,0.0,41
3479,Emerson,Home,Matchweek 7,Tottenham,Aston Villa,90,0.0,0.1,80
3480,Emerson,Away,Matchweek 8,Tottenham,Newcastle Utd,90,0.0,0.0,73
3481,Emerson,Away,Matchweek 9,Tottenham,West Ham,90,0.0,0.0,55
3482,Emerson,Home,Matchweek 10,Tottenham,Manchester Utd,90,0.0,0.1,108
3483,Emerson,Away,Matchweek 11,Tottenham,Everton,90,0.2,0.0,69
3484,Emerson,Home,Matchweek 12,Tottenham,Leeds United,90,0.0,0.0,53
3485,Emerson,Home,Matchweek 14,Tottenham,Brentford,82,0.0,0.0,59
3486,Emerson,Home,Matchweek 18,Tottenham,Liverpool,90,0.0,0.2,59
3487,Emerson,Home,Matchweek 19,Tottenham,Crystal Palace,90,0.1,0.7,83
3488,Emerson,Away,Matchweek 20,Tottenham,Southampton,76,0.0,0.0,57
3489,Emerson,Away,Matchweek 21,Tottenham,Watford,90,0.0,0.2,110
3490,Emerson,Away,Matchweek 17,Tottenham,Leicester City,45,0.0,0.0,21
3491,Emerson,Away,Matchweek 23,Tottenham,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3492,Emerson,Home,Matchweek 24,Tottenham,Southampton,90,0.0,0.0,67
3493,Emerson,Home,Matchweek 25,Tottenham,Wolves,9,0.0,0.2,9
3494,Emerson,Away,Matchweek 26,Tottenham,Manchester City,82,0.0,0.0,50
3495,Emerson,Away,Matchweek 13,Tottenham,Burnley,64,0.1,0.2,71
3496,Emerson,Away,Matchweek 27,Tottenham,Leeds United,13,0.0,0.0,3
3497,Emerson,Home,Matchweek 28,Tottenham,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3498,Emerson,Away,Matchweek 29,Tottenham,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3499,Emerson,Away,Matchweek 16,Tottenham,Brighton,11,0.0,0.0,16
3500,Emerson,Home,Matchweek 30,Tottenham,West Ham,3,0.1,0.0,11
3501,Emerson,Home,Matchweek 31,Tottenham,Newcastle Utd,80,0.4,0.0,43
3502,Emerson,Away,Matchweek 32,Tottenham,Aston Villa,90,0.0,0.1,67
3503,Emerson,Home,Matchweek 33,Tottenham,Brighton,90,0.0,0.0,50
3504,Emerson,Away,Matchweek 34,Tottenham,Brentford,85,0.0,0.1,56
3505,Emerson,Home,Matchweek 35,Tottenham,Leicester City,90,0.0,0.0,53
3506,Emerson,Away,Matchweek 36,Tottenham,Liverpool,90,0.0,0.1,70
3507,Emerson,Home,Matchweek 22,Tottenham,Arsenal,90,0.4,0.1,71
3508,Emerson,Home,Matchweek 37,Tottenham,Burnley,89,0.0,0.0,78
3509,Emerson,Away,Matchweek 38,Tottenham,Norwich City,72,0.0,0.0,62
3510,Christian Eriksen,Home,Matchweek 27,Brentford,Newcastle Utd,39,0.0,0.1,34.0
3511,Christian Eriksen,Away,Matchweek 28,Brentford,Norwich City,90,0.0,0.1,64.0
