,Name,Venue,Round,Squad,Opponent,Min,xG,xA,Touches
9727,Matt Ritchie,Home,Matchweek 32,Newcastle Utd,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9728,Matt Ritchie,Home,Matchweek 33,Newcastle Utd,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9729,Matt Ritchie,Home,Matchweek 30,Newcastle Utd,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9730,Matt Ritchie,Away,Matchweek 34,Newcastle Utd,Norwich City,17,0.0,0.0,24
9731,Matt Ritchie,Home,Matchweek 35,Newcastle Utd,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9732,Matt Ritchie,Away,Matchweek 36,Newcastle Utd,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9733,Matt Ritchie,Home,Matchweek 37,Newcastle Utd,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9734,Matt Ritchie,Away,Matchweek 38,Newcastle Utd,Burnley,2,0.0,0.0,3
9735,Connor Roberts,Away,Matchweek 8,Burnley,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9736,Connor Roberts,Away,Matchweek 11,Burnley,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9737,Connor Roberts,Away,Matchweek 14,Burnley,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9738,Connor Roberts,Away,Matchweek 15,Burnley,Newcastle Utd,16,0.0,0.0,14
9739,Connor Roberts,Away,Matchweek 23,Burnley,Arsenal,90,0.0,0.0,29
9740,Connor Roberts,Home,Matchweek 17,Burnley,Watford,90,0.0,0.0,81
9741,Connor Roberts,Home,Matchweek 24,Burnley,Manchester Utd,90,0.0,0.0,34
9742,Connor Roberts,Home,Matchweek 25,Burnley,Liverpool,90,0.0,0.1,51
9743,Connor Roberts,Away,Matchweek 26,Burnley,Brighton,90,0.0,0.1,41
9744,Connor Roberts,Home,Matchweek 13,Burnley,Tottenham,90,0.0,0.0,47
9745,Connor Roberts,Away,Matchweek 27,Burnley,Crystal Palace,90,0.0,0.0,64
9746,Connor Roberts,Home,Matchweek 22,Burnley,Leicester City,90,0.0,0.0,67
9747,Connor Roberts,Home,Matchweek 28,Burnley,Chelsea,90,0.0,0.0,51
9748,Connor Roberts,Away,Matchweek 29,Burnley,Brentford,90,0.0,0.0,71
9749,Connor Roberts,Home,Matchweek 31,Burnley,Manchester City,90,0.0,0.0,39
9750,Connor Roberts,Home,Matchweek 19,Burnley,Everton,71,0.0,0.0,51
9751,Connor Roberts,Away,Matchweek 32,Burnley,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9752,Connor Roberts,Away,Matchweek 33,Burnley,West Ham,30,0.0,0.0,21
9753,Connor Roberts,Home,Matchweek 30,Burnley,Southampton,90,0.0,0.0,65
9754,Connor Roberts,Home,Matchweek 34,Burnley,Wolves,90,0.0,0.0,56
9755,Connor Roberts,Away,Matchweek 35,Burnley,Watford,90,0.0,0.1,71
9756,Connor Roberts,Home,Matchweek 36,Burnley,Aston Villa,90,0.0,0.1,76
9757,Connor Roberts,Away,Matchweek 37,Burnley,Tottenham,90,0.0,0.0,50
9758,Connor Roberts,Away,Matchweek 18,Burnley,Aston Villa,90,0.1,0.5,38
9759,Connor Roberts,Home,Matchweek 38,Burnley,Newcastle Utd,45,0.0,0.0,18
9760,Tyler Roberts,Away,Matchweek 1,Leeds United,Manchester Utd,14,0.0,0.3,5
9761,Tyler Roberts,Home,Matchweek 2,Leeds United,Everton,31,0.0,0.0,18
9762,Tyler Roberts,Away,Matchweek 3,Leeds United,Burnley,18,0.0,0.0,14
9763,Tyler Roberts,Home,Matchweek 4,Leeds United,Liverpool,45,0.3,0.0,23
9764,Tyler Roberts,Away,Matchweek 5,Leeds United,Newcastle Utd,30,0.0,0.2,21
9765,Tyler Roberts,Home,Matchweek 6,Leeds United,West Ham,22,0.0,0.2,10
9766,Tyler Roberts,Home,Matchweek 7,Leeds United,Watford,13,0.2,0.0,13
9767,Tyler Roberts,Away,Matchweek 8,Leeds United,Southampton,80,0.0,0.1,30
9768,Tyler Roberts,Home,Matchweek 9,Leeds United,Wolves,45,0.1,0.1,22
9769,Tyler Roberts,Away,Matchweek 10,Leeds United,Norwich City,3,0.0,0.0,4
9770,Tyler Roberts,Home,Matchweek 11,Leeds United,Leicester City,8,0.0,0.0,6
9771,Tyler Roberts,Away,Matchweek 12,Leeds United,Tottenham,19,0.0,0.0,10
9772,Tyler Roberts,Away,Matchweek 13,Leeds United,Brighton,28,0.6,0.0,14
9773,Tyler Roberts,Home,Matchweek 14,Leeds United,Crystal Palace,89,0.0,0.0,28
9774,Tyler Roberts,Home,Matchweek 15,Leeds United,Brentford,90,0.5,0.0,49
9775,Tyler Roberts,Away,Matchweek 16,Leeds United,Chelsea,90,0.1,0.2,30
9776,Tyler Roberts,Away,Matchweek 17,Leeds United,Manchester City,90,0.0,0.0,33
9777,Tyler Roberts,Home,Matchweek 18,Leeds United,Arsenal,90,0.2,0.0,39
9778,Tyler Roberts,Home,Matchweek 21,Leeds United,Burnley,57,0.4,0.1,24
9779,Tyler Roberts,Home,Matchweek 23,Leeds United,Newcastle Utd,20,0.0,0.0,8
9780,Tyler Roberts,Away,Matchweek 24,Leeds United,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9781,Tyler Roberts,Away,Matchweek 25,Leeds United,Everton,45,0.0,0.0,13
9782,Tyler Roberts,Home,Matchweek 26,Leeds United,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9783,Tyler Roberts,Away,Matchweek 19,Leeds United,Liverpool,45,0.0,0.0,16
9784,Tyler Roberts,Home,Matchweek 27,Leeds United,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9785,Tyler Roberts,Away,Matchweek 28,Leeds United,Leicester City,15,0.0,0.0,5
9786,Tyler Roberts,Away,Matchweek 38,Leeds United,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9787,Andrew Robertson,Home,Matchweek 2,Liverpool,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9788,Andrew Robertson,Home,Matchweek 3,Liverpool,Chelsea,85,0.0,0.6,81
9789,Andrew Robertson,Away,Matchweek 4,Liverpool,Leeds United,90,0.0,0.3,79
9790,Andrew Robertson,Home,Matchweek 5,Liverpool,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9791,Andrew Robertson,Away,Matchweek 6,Liverpool,Brentford,90,0.0,0.0,103
9792,Andrew Robertson,Home,Matchweek 7,Liverpool,Manchester City,90,0.0,0.0,67
9793,Andrew Robertson,Away,Matchweek 8,Liverpool,Watford,63,0.0,0.1,77
9794,Andrew Robertson,Away,Matchweek 9,Liverpool,Manchester Utd,90,0.0,0.0,100
9795,Andrew Robertson,Home,Matchweek 10,Liverpool,Brighton,90,0.0,0.0,86
9796,Andrew Robertson,Away,Matchweek 11,Liverpool,West Ham,90,0.0,0.2,88
9797,Andrew Robertson,Home,Matchweek 13,Liverpool,Southampton,90,0.0,1.0,79
9798,Andrew Robertson,Away,Matchweek 14,Liverpool,Everton,90,0.0,0.4,77
9799,Andrew Robertson,Away,Matchweek 15,Liverpool,Wolves,90,0.0,0.0,86
9800,Andrew Robertson,Home,Matchweek 16,Liverpool,Aston Villa,90,0.0,0.2,105
9801,Andrew Robertson,Home,Matchweek 17,Liverpool,Newcastle Utd,90,0.0,0.1,85
9802,Andrew Robertson,Away,Matchweek 18,Liverpool,Tottenham,76,0.9,0.2,86
9803,Andrew Robertson,Home,Matchweek 22,Liverpool,Brentford,90,0.1,0.3,105
9804,Andrew Robertson,Away,Matchweek 23,Liverpool,Crystal Palace,90,0.1,0.5,84
9805,Andrew Robertson,Home,Matchweek 24,Liverpool,Leicester City,90,0.0,0.1,105
9806,Andrew Robertson,Away,Matchweek 25,Liverpool,Burnley,90,0.0,0.2,92
9807,Andrew Robertson,Home,Matchweek 26,Liverpool,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9808,Andrew Robertson,Home,Matchweek 19,Liverpool,Leeds United,90,0.2,0.2,69
9809,Andrew Robertson,Home,Matchweek 28,Liverpool,West Ham,90,0.0,0.1,96
9810,Andrew Robertson,Away,Matchweek 29,Liverpool,Brighton,90,0.0,0.2,78
9811,Andrew Robertson,Away,Matchweek 27,Liverpool,Arsenal,90,0.0,0.2,100
9812,Andrew Robertson,Home,Matchweek 31,Liverpool,Watford,90,0.0,0.1,102
9813,Andrew Robertson,Away,Matchweek 32,Liverpool,Manchester City,90,0.0,0.0,52
9814,Andrew Robertson,Home,Matchweek 30,Liverpool,Manchester Utd,90,0.0,0.1,102
9815,Andrew Robertson,Home,Matchweek 34,Liverpool,Everton,90,0.2,0.0,106
9816,Andrew Robertson,Away,Matchweek 35,Liverpool,Newcastle Utd,90,0.1,0.0,65
9817,Andrew Robertson,Home,Matchweek 36,Liverpool,Tottenham,63,0.0,0.1,66
9818,Andrew Robertson,Away,Matchweek 37,Liverpool,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9819,Andrew Robertson,Home,Matchweek 38,Liverpool,Wolves,90,0.1,0.0,115
9820,Joe Rodon,Away,Matchweek 4,Tottenham,Crystal Palace,79,0.0,0.0,31
9821,Joe Rodon,Home,Matchweek 5,Tottenham,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9822,Joe Rodon,Away,Matchweek 6,Tottenham,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9823,Joe Rodon,Home,Matchweek 7,Tottenham,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9824,Joe Rodon,Away,Matchweek 9,Tottenham,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9825,Joe Rodon,Home,Matchweek 10,Tottenham,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9826,Joe Rodon,Home,Matchweek 12,Tottenham,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9827,Joe Rodon,Home,Matchweek 15,Tottenham,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9828,Joe Rodon,Home,Matchweek 18,Tottenham,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9829,Joe Rodon,Home,Matchweek 19,Tottenham,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9830,Joe Rodon,Away,Matchweek 20,Tottenham,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9831,Joe Rodon,Away,Matchweek 21,Tottenham,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9832,Joe Rodon,Away,Matchweek 17,Tottenham,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9833,Joe Rodon,Away,Matchweek 23,Tottenham,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9834,Joe Rodon,Home,Matchweek 24,Tottenham,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9835,Joe Rodon,Home,Matchweek 25,Tottenham,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9836,Joe Rodon,Away,Matchweek 26,Tottenham,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9837,Joe Rodon,Away,Matchweek 13,Tottenham,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9838,Joe Rodon,Away,Matchweek 27,Tottenham,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9839,Joe Rodon,Home,Matchweek 28,Tottenham,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9840,Joe Rodon,Away,Matchweek 29,Tottenham,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9841,Joe Rodon,Away,Matchweek 16,Tottenham,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9842,Joe Rodon,Home,Matchweek 30,Tottenham,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9843,Joe Rodon,Home,Matchweek 31,Tottenham,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9844,Joe Rodon,Away,Matchweek 32,Tottenham,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9845,Joe Rodon,Home,Matchweek 33,Tottenham,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9846,Joe Rodon,Away,Matchweek 34,Tottenham,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9847,Joe Rodon,Home,Matchweek 35,Tottenham,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9848,Joe Rodon,Away,Matchweek 36,Tottenham,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9849,Joe Rodon,Home,Matchweek 22,Tottenham,Arsenal,9,0.0,0.0,11
9850,Joe Rodon,Home,Matchweek 37,Tottenham,Burnley,1,0.0,0.0,2
9851,Joe Rodon,Away,Matchweek 38,Tottenham,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9852,Rodri,Away,Matchweek 1,Manchester City,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
9853,Rodri,Home,Matchweek 2,Manchester City,Norwich City,90,0.1,0.0,83
9854,Rodri,Home,Matchweek 3,Manchester City,Arsenal,90,0.1,0.1,108
9855,Rodri,Away,Matchweek 4,Manchester City,Leicester City,90,0.0,0.0,59
9856,Rodri,Away,Matchweek 6,Manchester City,Chelsea,90,0.0,0.0,88
