,Name,Venue,Round,Squad,Opponent,Min,PSxG
0,Alisson,Away,Matchweek 1,Liverpool,Norwich City,90,0.8
1,Alisson,Home,Matchweek 2,Liverpool,Burnley,90,0.7
2,Alisson,Home,Matchweek 3,Liverpool,Chelsea,90,0.4
3,Alisson,Away,Matchweek 4,Liverpool,Leeds United,90,1.5
4,Alisson,Home,Matchweek 5,Liverpool,Crystal Palace,90,0.2
5,Alisson,Away,Matchweek 6,Liverpool,Brentford,90,1.4
6,Alisson,Home,Matchweek 7,Liverpool,Manchester City,90,1.2
7,Alisson,Away,Matchweek 9,Liverpool,Manchester Utd,90,0.4
8,Alisson,Home,Matchweek 10,Liverpool,Brighton,90,1.4
9,Alisson,Away,Matchweek 11,Liverpool,West Ham,90,1.1
10,Alisson,Home,Matchweek 12,Liverpool,Arsenal,90,0.8
11,Alisson,Home,Matchweek 13,Liverpool,Southampton,90,1.4
12,Alisson,Away,Matchweek 14,Liverpool,Everton,90,0.0
13,Alisson,Away,Matchweek 15,Liverpool,Wolves,90,0.5
14,Alisson,Home,Matchweek 17,Liverpool,Newcastle Utd,90,0.6
15,Alisson,Away,Matchweek 18,Liverpool,Tottenham,90,3.0
16,Alisson,Away,Matchweek 20,Liverpool,Leicester City,90,0.2
17,Alisson,Home,Matchweek 22,Liverpool,Brentford,90,0.1
18,Alisson,Away,Matchweek 23,Liverpool,Crystal Palace,90,3.0
19,Alisson,Home,Matchweek 24,Liverpool,Leicester City,90,0.0
20,Alisson,Away,Matchweek 25,Liverpool,Burnley,90,0.7
21,Alisson,Home,Matchweek 26,Liverpool,Norwich City,90,0.2
22,Alisson,Home,Matchweek 19,Liverpool,Leeds United,90,0.0
23,Alisson,Home,Matchweek 28,Liverpool,West Ham,90,0.5
24,Alisson,Away,Matchweek 29,Liverpool,Brighton,90,0.8
25,Alisson,Away,Matchweek 27,Liverpool,Arsenal,90,0.4
26,Alisson,Home,Matchweek 31,Liverpool,Watford,90,0.3
27,Alisson,Away,Matchweek 32,Liverpool,Manchester City,90,1.8
28,Alisson,Home,Matchweek 30,Liverpool,Manchester Utd,90,0.0
29,Alisson,Home,Matchweek 34,Liverpool,Everton,90,0.0
30,Alisson,Away,Matchweek 35,Liverpool,Newcastle Utd,90,0.2
31,Alisson,Home,Matchweek 36,Liverpool,Tottenham,90,0.6
32,Alisson,Away,Matchweek 33,Liverpool,Aston Villa,90,1.1
33,Alisson,Away,Matchweek 37,Liverpool,Southampton,90,0.5
34,Alisson,Home,Matchweek 38,Liverpool,Wolves,90,1.3
35,Alphonse Areola,Away,Matchweek 1,West Ham,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
36,Alphonse Areola,Home,Matchweek 2,West Ham,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
37,Alphonse Areola,Home,Matchweek 3,West Ham,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
38,Alphonse Areola,Away,Matchweek 4,West Ham,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
39,Alphonse Areola,Home,Matchweek 5,West Ham,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
40,Alphonse Areola,Away,Matchweek 6,West Ham,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
41,Alphonse Areola,Home,Matchweek 7,West Ham,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
42,Alphonse Areola,Away,Matchweek 8,West Ham,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
43,Alphonse Areola,Home,Matchweek 9,West Ham,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
44,Alphonse Areola,Away,Matchweek 10,West Ham,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
45,Alphonse Areola,Home,Matchweek 11,West Ham,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
46,Alphonse Areola,Away,Matchweek 12,West Ham,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
47,Alphonse Areola,Away,Matchweek 13,West Ham,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
48,Alphonse Areola,Home,Matchweek 14,West Ham,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
49,Alphonse Areola,Home,Matchweek 15,West Ham,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
50,Alphonse Areola,Away,Matchweek 16,West Ham,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
51,Alphonse Areola,Away,Matchweek 17,West Ham,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
52,Alphonse Areola,Home,Matchweek 19,West Ham,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
53,Alphonse Areola,Away,Matchweek 20,West Ham,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
54,Alphonse Areola,Away,Matchweek 21,West Ham,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
55,Alphonse Areola,Home,Matchweek 18,West Ham,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
56,Alphonse Areola,Home,Matchweek 22,West Ham,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
57,Alphonse Areola,Away,Matchweek 23,West Ham,Manchester Utd,90,1.2
58,Alphonse Areola,Home,Matchweek 24,West Ham,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
59,Alphonse Areola,Away,Matchweek 25,West Ham,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
60,Alphonse Areola,Home,Matchweek 26,West Ham,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
61,Alphonse Areola,Home,Matchweek 27,West Ham,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
62,Alphonse Areola,Away,Matchweek 28,West Ham,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
63,Alphonse Areola,Home,Matchweek 29,West Ham,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
64,Alphonse Areola,Away,Matchweek 30,West Ham,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
65,Alphonse Areola,Home,Matchweek 31,West Ham,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
66,Alphonse Areola,Away,Matchweek 32,West Ham,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
67,Alphonse Areola,Home,Matchweek 33,West Ham,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
68,Alphonse Areola,Away,Matchweek 34,West Ham,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
69,Alphonse Areola,Home,Matchweek 35,West Ham,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
70,Alphonse Areola,Away,Matchweek 36,West Ham,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
71,Alphonse Areola,Home,Matchweek 37,West Ham,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
72,Alphonse Areola,Away,Matchweek 38,West Ham,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
73,Kepa Arrizabalaga,Home,Matchweek 1,Chelsea,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
74,Kepa Arrizabalaga,Away,Matchweek 2,Chelsea,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
75,Kepa Arrizabalaga,Away,Matchweek 3,Chelsea,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
76,Kepa Arrizabalaga,Home,Matchweek 4,Chelsea,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
77,Kepa Arrizabalaga,Away,Matchweek 5,Chelsea,Tottenham,90,0.3
78,Kepa Arrizabalaga,Home,Matchweek 6,Chelsea,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
79,Kepa Arrizabalaga,Home,Matchweek 7,Chelsea,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
80,Kepa Arrizabalaga,Away,Matchweek 8,Chelsea,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
81,Kepa Arrizabalaga,Home,Matchweek 9,Chelsea,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
82,Kepa Arrizabalaga,Away,Matchweek 10,Chelsea,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
83,Kepa Arrizabalaga,Home,Matchweek 11,Chelsea,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
84,Kepa Arrizabalaga,Away,Matchweek 12,Chelsea,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
85,Kepa Arrizabalaga,Home,Matchweek 13,Chelsea,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
86,Kepa Arrizabalaga,Away,Matchweek 14,Chelsea,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
87,Kepa Arrizabalaga,Away,Matchweek 15,Chelsea,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
88,Kepa Arrizabalaga,Home,Matchweek 16,Chelsea,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
89,Kepa Arrizabalaga,Home,Matchweek 17,Chelsea,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
90,Kepa Arrizabalaga,Away,Matchweek 18,Chelsea,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
91,Kepa Arrizabalaga,Away,Matchweek 19,Chelsea,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
92,Kepa Arrizabalaga,Home,Matchweek 20,Chelsea,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
93,Kepa Arrizabalaga,Home,Matchweek 21,Chelsea,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
94,Kepa Arrizabalaga,Away,Matchweek 22,Chelsea,Manchester City,90,1.1
95,Kepa Arrizabalaga,Away,Matchweek 24,Chelsea,Brighton,90,0.9
96,Kepa Arrizabalaga,Home,Matchweek 23,Chelsea,Tottenham,90,1.0
97,Kepa Arrizabalaga,Away,Matchweek 26,Chelsea,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
98,Kepa Arrizabalaga,Away,Matchweek 28,Chelsea,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
99,Kepa Arrizabalaga,Away,Matchweek 30,Chelsea,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
100,Kepa Arrizabalaga,Home,Matchweek 29,Chelsea,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
101,Kepa Arrizabalaga,Home,Matchweek 31,Chelsea,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
102,Kepa Arrizabalaga,Away,Matchweek 32,Chelsea,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
103,Kepa Arrizabalaga,Home,Matchweek 25,Chelsea,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
104,Kepa Arrizabalaga,Home,Matchweek 34,Chelsea,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
105,Kepa Arrizabalaga,Away,Matchweek 37,Chelsea,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
106,Kepa Arrizabalaga,Away,Matchweek 35,Chelsea,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
107,Kepa Arrizabalaga,Home,Matchweek 36,Chelsea,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
108,Kepa Arrizabalaga,Away,Matchweek 33,Chelsea,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
109,Kepa Arrizabalaga,Home,Matchweek 27,Chelsea,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
110,Kepa Arrizabalaga,Home,Matchweek 38,Chelsea,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
111,Daniel Bachmann,Home,Matchweek 1,Watford,Aston Villa,90,1.5
112,Daniel Bachmann,Away,Matchweek 2,Watford,Brighton,90,1.1
113,Daniel Bachmann,Away,Matchweek 3,Watford,Tottenham,90,1.2
114,Daniel Bachmann,Home,Matchweek 4,Watford,Wolves,90,1.7
115,Daniel Bachmann,Away,Matchweek 5,Watford,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
116,Daniel Bachmann,Away,Matchweek 7,Watford,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
117,Daniel Bachmann,Home,Matchweek 8,Watford,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
118,Daniel Bachmann,Away,Matchweek 9,Watford,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
119,Daniel Bachmann,Home,Matchweek 10,Watford,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
120,Daniel Bachmann,Away,Matchweek 11,Watford,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
121,Daniel Bachmann,Home,Matchweek 12,Watford,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
122,Daniel Bachmann,Away,Matchweek 13,Watford,Leicester City,90,2.8
123,Daniel Bachmann,Home,Matchweek 14,Watford,Chelsea,90,2.1
124,Daniel Bachmann,Home,Matchweek 15,Watford,Manchester City,90,2.8
125,Daniel Bachmann,Away,Matchweek 16,Watford,Brentford,90,2.1
126,Daniel Bachmann,Home,Matchweek 20,Watford,West Ham,90,2.5
127,Daniel Bachmann,Home,Matchweek 21,Watford,Tottenham,90,1.5
128,Daniel Bachmann,Away,Matchweek 22,Watford,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
129,Daniel Bachmann,Home,Matchweek 23,Watford,Norwich City,90,1.3
130,Daniel Bachmann,Away,Matchweek 17,Watford,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
131,Daniel Bachmann,Away,Matchweek 24,Watford,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
132,Daniel Bachmann,Home,Matchweek 25,Watford,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
133,Daniel Bachmann,Away,Matchweek 26,Watford,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
134,Daniel Bachmann,Home,Matchweek 18,Watford,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
135,Daniel Bachmann,Away,Matchweek 27,Watford,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
136,Daniel Bachmann,Home,Matchweek 28,Watford,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
137,Daniel Bachmann,Away,Matchweek 19,Watford,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
138,Daniel Bachmann,Away,Matchweek 29,Watford,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
139,Daniel Bachmann,Away,Matchweek 31,Watford,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
140,Daniel Bachmann,Home,Matchweek 32,Watford,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
141,Daniel Bachmann,Home,Matchweek 33,Watford,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
142,Daniel Bachmann,Away,Matchweek 34,Watford,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
143,Daniel Bachmann,Home,Matchweek 35,Watford,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
144,Daniel Bachmann,Away,Matchweek 36,Watford,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
145,Daniel Bachmann,Home,Matchweek 30,Watford,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
146,Daniel Bachmann,Home,Matchweek 37,Watford,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
147,Daniel Bachmann,Away,Matchweek 38,Watford,Chelsea,90,2.3
148,Asmir Begović,Home,Matchweek 1,Everton,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
149,Asmir Begović,Away,Matchweek 2,Everton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
150,Asmir Begović,Away,Matchweek 3,Everton,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
151,Asmir Begović,Home,Matchweek 4,Everton,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
152,Asmir Begović,Away,Matchweek 5,Everton,Aston Villa,90,0.9
153,Asmir Begović,Home,Matchweek 6,Everton,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
154,Asmir Begović,Away,Matchweek 7,Everton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
155,Asmir Begović,Home,Matchweek 8,Everton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
156,Asmir Begović,Home,Matchweek 9,Everton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
157,Asmir Begović,Away,Matchweek 10,Everton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
158,Asmir Begović,Home,Matchweek 11,Everton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
159,Asmir Begović,Away,Matchweek 12,Everton,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
160,Asmir Begović,Away,Matchweek 13,Everton,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
161,Asmir Begović,Home,Matchweek 14,Everton,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
162,Asmir Begović,Home,Matchweek 15,Everton,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
163,Asmir Begović,Away,Matchweek 16,Everton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
164,Asmir Begović,Away,Matchweek 17,Everton,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
165,Asmir Begović,Home,Matchweek 21,Everton,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
166,Asmir Begović,Away,Matchweek 22,Everton,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
167,Asmir Begović,Home,Matchweek 23,Everton,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
168,Asmir Begović,Away,Matchweek 24,Everton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
169,Asmir Begović,Home,Matchweek 25,Everton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
170,Asmir Begović,Away,Matchweek 26,Everton,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
171,Asmir Begović,Home,Matchweek 27,Everton,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
172,Asmir Begović,Away,Matchweek 28,Everton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
173,Asmir Begović,Home,Matchweek 29,Everton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
174,Asmir Begović,Home,Matchweek 20,Everton,Newcastle Utd,90,1.4
175,Asmir Begović,Away,Matchweek 31,Everton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
176,Asmir Begović,Away,Matchweek 19,Everton,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
177,Asmir Begović,Home,Matchweek 32,Everton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
178,Asmir Begović,Home,Matchweek 18,Everton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
179,Asmir Begović,Away,Matchweek 34,Everton,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
180,Asmir Begović,Home,Matchweek 35,Everton,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
181,Asmir Begović,Away,Matchweek 36,Everton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
182,Asmir Begović,Away,Matchweek 30,Everton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
183,Asmir Begović,Home,Matchweek 37,Everton,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
184,Asmir Begović,Home,Matchweek 33,Everton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
185,Asmir Begović,Away,Matchweek 38,Everton,Arsenal,90,3.1
186,Jack Butland,Away,Matchweek 1,Crystal Palace,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
187,Jack Butland,Home,Matchweek 2,Crystal Palace,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
188,Jack Butland,Away,Matchweek 3,Crystal Palace,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
189,Jack Butland,Home,Matchweek 4,Crystal Palace,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
190,Jack Butland,Away,Matchweek 5,Crystal Palace,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
191,Jack Butland,Home,Matchweek 6,Crystal Palace,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
192,Jack Butland,Home,Matchweek 7,Crystal Palace,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
193,Jack Butland,Away,Matchweek 8,Crystal Palace,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
194,Jack Butland,Home,Matchweek 9,Crystal Palace,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
195,Jack Butland,Away,Matchweek 10,Crystal Palace,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
196,Jack Butland,Home,Matchweek 11,Crystal Palace,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
197,Jack Butland,Away,Matchweek 12,Crystal Palace,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
198,Jack Butland,Home,Matchweek 13,Crystal Palace,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
199,Jack Butland,Away,Matchweek 14,Crystal Palace,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
200,Jack Butland,Away,Matchweek 15,Crystal Palace,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
201,Jack Butland,Home,Matchweek 16,Crystal Palace,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
202,Jack Butland,Home,Matchweek 17,Crystal Palace,Southampton,90,1.0
203,Jack Butland,Away,Matchweek 19,Crystal Palace,Tottenham,90,2.7
204,Jack Butland,Home,Matchweek 20,Crystal Palace,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
205,Jack Butland,Home,Matchweek 21,Crystal Palace,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
206,Jack Butland,Away,Matchweek 22,Crystal Palace,Brighton,90,1.9
207,Jack Butland,Home,Matchweek 23,Crystal Palace,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
208,Jack Butland,Away,Matchweek 24,Crystal Palace,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
209,Jack Butland,Away,Matchweek 25,Crystal Palace,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
210,Jack Butland,Away,Matchweek 18,Crystal Palace,Watford,90,0.9
211,Jack Butland,Home,Matchweek 27,Crystal Palace,Burnley,90,0.3
212,Jack Butland,Away,Matchweek 28,Crystal Palace,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
213,Jack Butland,Home,Matchweek 29,Crystal Palace,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
214,Jack Butland,Home,Matchweek 31,Crystal Palace,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
215,Jack Butland,Away,Matchweek 32,Crystal Palace,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
216,Jack Butland,Away,Matchweek 30,Crystal Palace,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
217,Jack Butland,Home,Matchweek 34,Crystal Palace,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
218,Jack Butland,Away,Matchweek 35,Crystal Palace,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
219,Jack Butland,Home,Matchweek 36,Crystal Palace,Watford,90,1.2
220,Jack Butland,Away,Matchweek 37,Crystal Palace,Aston Villa,90,1.0
221,Jack Butland,Away,Matchweek 33,Crystal Palace,Everton,90,2.1
222,Jack Butland,Home,Matchweek 38,Crystal Palace,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
223,Willy Caballero,Away,Matchweek 16,Southampton,Arsenal,90,3.0
224,Willy Caballero,Away,Matchweek 17,Southampton,Crystal Palace,90,1.2
225,Willy Caballero,Away,Matchweek 19,Southampton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
226,Willy Caballero,Home,Matchweek 20,Southampton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
227,Willy Caballero,Home,Matchweek 18,Southampton,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
228,Willy Caballero,Away,Matchweek 22,Southampton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
229,Willy Caballero,Home,Matchweek 23,Southampton,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
230,Willy Caballero,Away,Matchweek 24,Southampton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
231,Willy Caballero,Away,Matchweek 25,Southampton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
232,Willy Caballero,Home,Matchweek 26,Southampton,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
233,Willy Caballero,Away,Matchweek 28,Southampton,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
234,Willy Caballero,Home,Matchweek 21,Southampton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
235,Willy Caballero,Home,Matchweek 29,Southampton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
236,Willy Caballero,Away,Matchweek 31,Southampton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
237,Willy Caballero,Home,Matchweek 32,Southampton,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
238,Willy Caballero,Home,Matchweek 33,Southampton,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
239,Willy Caballero,Away,Matchweek 30,Southampton,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
240,Willy Caballero,Away,Matchweek 34,Southampton,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
241,Willy Caballero,Home,Matchweek 35,Southampton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
242,Willy Caballero,Home,Matchweek 37,Southampton,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
243,Willy Caballero,Away,Matchweek 38,Southampton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
244,Karl Darlow,Away,Matchweek 4,Newcastle Utd,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
245,Karl Darlow,Home,Matchweek 5,Newcastle Utd,Leeds United,90,1.4
246,Karl Darlow,Away,Matchweek 6,Newcastle Utd,Watford,90,0.5
247,Karl Darlow,Away,Matchweek 7,Newcastle Utd,Wolves,90,1.4
248,Karl Darlow,Home,Matchweek 8,Newcastle Utd,Tottenham,90,2.3
249,Karl Darlow,Away,Matchweek 9,Newcastle Utd,Crystal Palace,90,1.2
250,Karl Darlow,Home,Matchweek 10,Newcastle Utd,Chelsea,90,2.1
251,Karl Darlow,Away,Matchweek 11,Newcastle Utd,Brighton,90,1.1
252,Karl Darlow,Home,Matchweek 12,Newcastle Utd,Brentford,90,0.9
253,Karl Darlow,Away,Matchweek 13,Newcastle Utd,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
254,Karl Darlow,Home,Matchweek 14,Newcastle Utd,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
255,Karl Darlow,Home,Matchweek 15,Newcastle Utd,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
256,Karl Darlow,Away,Matchweek 16,Newcastle Utd,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
257,Karl Darlow,Away,Matchweek 17,Newcastle Utd,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
258,Karl Darlow,Home,Matchweek 18,Newcastle Utd,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
259,Karl Darlow,Home,Matchweek 22,Newcastle Utd,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
